开课状态,课程名称,学分,考核方式,课程性质,任课教师,选课课号,起止周,开课学院,<td>上课时间</td>,<td>上课地点</td>,<td>合班信息</td>
已开,大学生职业发展与就业指导4,0.5,考查,通识必修,张林达,(2019-2020-2)-A8400014-40948-1,3月12日,党委学生工作部、人民武装部—招生就业处（创业学院）,<td>周三第6.7节{第3-11周|单周}</td>,<td>第6教研楼中301</td>,"<td title=""17052711.17052712.17052713"">17052711.17052712.17...</td>"
已开,单片机原理及应用,3,学院组织,专业选修,张海峰,(2019-2020-2)-B0402700-05029-1,1月16日,电子信息学院（微电子学院）,<td>周四第3.4.5节{第1-16周}</td>,<td>第3教研楼411</td>,<td>18041811.18041812</td>
已开,网络编程与分布系统,4.5,考查,专业限选,Mike Kretsis,(2019-2020-2)-B0804210-ls852-1,1月16日,通信工程学院,<td>&nbsp;</td>,<td>&nbsp;</td>,<td>16089511.16089512</td>
已开,数据结构,2,学院组织,专业选修,邸晓飞,(2019-2020-2)-B0805350-41971-1,1月16日,通信工程学院,<td>周一第1.2节{第1-16周}</td>,<td>第6教研楼北310</td>,<td>18083417</td>
已开,通信电路与系统实验,0.5,考查,实践必修,陈瑾,(2019-2020-2)-S0400950-05022-10,5月16日,电子信息学院（微电子学院）,<td>周一第3.4.5节{第5-15周|单周}</td>,<td>第2教研楼中233B（通信电路实验室）</td>,<td>18041811</td>
已开,创新实践2,2,考查,实践必修,李万清,(2019-2020-2)-S0500782-40715-1,1月16日,计算机学院（软件学院）,<td>周三第1.2节{第1-16周}</td>,<td>&nbsp;</td>,"<td title=""18052311.18052312.18052313.18052314.18052315.18052316.18052317.18052318.18052319.18052320.18052321.18052711.18052712.18059611"">18052311.18052312.18...</td>"
已开,创新综合实践,2,考查,实践必修,高飞,(2019-2020-2)-S0500790-41770-1,1月16日,计算机学院（软件学院）,<td>周四第8.9节{第1-16周}</td>,<td>&nbsp;</td>,"<td title=""17052311.17052312.17052313.17052314.17052315.17052316.17052317.17052318.17052711.17052712.17052713.17058911.17059611.17059612"">17052311.17052312.17...</td>"
已开,大学物理实验A1,1,学院组织,实践必修,待定1,(2019-2020-2)-S0718051-ls702-48,2月16日,理学院,"<td title=""周一第6.7节{第2-16周};周一第8节{第2-16周}"">周一第6.7节{第2-16周};周一第8...</td>",<td>大学物理实验中心;大学物理实验中心</td>,<td>19040311</td>
已开,严格反馈非线性系统自适应控制,1,学院组织,专业选修,贾祥磊,(2019-2020-2)-YJ060020-41927-1,1月16日,自动化学院（人工智能学院）,<td>周四第10.11节{第1-16周}</td>,<td>第7教研楼南321</td>,"<td title=""17060111.17060112.17060113.17060114.17062811.17062812.17062813.17062814.17062815.17062816.17062911"">17060111.17060112.17...</td>"
已开,脉冲与数字电路,3,学院组织,学科必修,臧月,(2019-2020-2)-A0402260-41722-1,1月16日,电子信息学院（微电子学院）,<td>周四第3.4.5节{第1-16周}</td>,<td>第6教研楼北322</td>,<td>18070111.18070112</td>
已开,计算机组成原理（甲）,4,学校组织,专业必修,高志刚,(2019-2020-2)-A0507030-40886-1,1月16日,计算机学院（软件学院）,<td>周一第3.4.5节{第1-16周}</td>,<td>第6教研楼北216</td>,<td>18052311.18052312</td>
已开,微机原理与接口技术,4,学院组织,专业必修,金朝阳,(2019-2020-2)-A0601660-02037-1,1月16日,自动化学院（人工智能学院）,"<td title=""周一第1.2节{第1-16周};周四第1.2节{第1-16周}"">周一第1.2节{第1-16周};周四第1...</td>",<td>第6教研楼中313;第7教研楼北318</td>,<td>18062812</td>
已开,大学英语精读2B,2,学校组织,通识必修,章晓君,(2019-2020-2)-A1101142-16055-3,1月16日,外国语学院,<td>周一第3.4节{第1-16周}</td>,<td>第6教研楼中107</td>,"<td title=""19030411.19030412.19030413.19030414.19030415.19037311.19037312.19037313.19080311.19080312.19080313.19080314.19080315.19080316.19080317.19080318"">19030411.19030412.19...</td>"
已开,普通话应用,2,学院组织,学科必修,曹婷,(2019-2020-2)-A1205010-41846-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周四第6.7节{第1-16周}</td>,<td>第12教研楼305</td>,<td>19120111.19171601</td>
已开,产品开发设计,4,考查,专业必修,林晟,(2019-2020-2)-A1508140-01034-1,9月16日,人文艺术与数字媒体学院、法学院,"<td title=""周一第1.2节{第9-16周};周一第3.4节{第9-16周};周五第6.7节{第9-16周};周五第8.9节{第9-16周}"">周一第1.2节{第9-16周};周一第3...</td>","<td title=""第12教研楼505;第12教研楼505;第12教研楼505;第12教研楼505"">第12教研楼505;第12教研楼505;...</td>",<td>19220111</td>
已开,高等数学A2,5,学校组织,通识必修,刘晓庆,(2019-2020-2)-A1807012-41030-1,1月16日,理学院,"<td title=""周一第6.7节{第1-16周};周五第3.4节{第1-16周}"">周一第6.7节{第1-16周};周五第3...</td>",<td>第7教研楼北310;第6教研楼北120</td>,<td>19184115</td>
已开,思想道德修养与法律基础,3,学院组织,通识必修,汪阳,(2019-2020-2)-A2301160-42111-2,1月16日,马克思主义学院,<td>周二第6.7节{第1-16周}</td>,<td>第6教研楼北416</td>,<td>19040313.19040314</td>
已开,大学生职业发展与就业指导2,0.5,考查,通识必修,范文琪/高境鸿,(2019-2020-2)-A8400012-32054-3,3月12日,党委学生工作部、人民武装部—招生就业处（创业学院）,<td>周三第6.7节{第3-11周|单周}</td>,<td>第3教研楼215</td>,"<td title=""18124111.18220211.18221611"">18124111.18220211.18...</td>"
已开,微纳系统技术与应用,2,学院组织,专业选修,董林玺/杨伟煌,(2019-2020-2)-B0401280-40196-1,1月16日,电子信息学院（微电子学院）,<td>周四第6.7节{第1-16周}</td>,<td>第6教研楼北510</td>,"<td title=""17041818.17041819.17041820.17041821.17041822.17041823.17041824.17041825"">17041818.17041819.17...</td>"
已开,无线通信原理及应用,2,学院组织,专业选修,王涛,(2019-2020-2)-B040284G-42091-1,1月16日,电子信息学院（微电子学院）,<td>周二第1.2节{第1-16周}</td>,<td>第6教研楼中429</td>,<td>17171901</td>
已开,机械与机构设计,2,学院组织,专业选修,鄢腊梅,(2019-2020-2)-B1508610-40694-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周二第3.4节{第1-16周}</td>,<td>第12教研楼402</td>,<td>18220211</td>
已开,工程制图,2,考查,通识选修,金成柱,(2019-2020-2)-C0100630-40436-1,1月16日,机械工程学院,<td>周四第8.9节{第1-16周}</td>,<td>第6教研楼北320</td>,<td>19140112</td>
已开,电子线路实习,2,考查,实践必修,徐敏,(2019-2020-2)-S0400620-05031-18,5月15日,电子信息学院（微电子学院）,<td>周四第10.11.12节{第5-15周}</td>,<td>第8教研楼302（线路实习实验室）</td>,"<td title=""18052711.18052712.18059611"">18052711.18052712.18...</td>"
已开,计算机组成原理课程设计（甲）,2,考查,实践必修,赵备,(2019-2020-2)-S0504400-41113-1,1月16日,计算机学院（软件学院）,<td>周一第10.11.12节{第1-16周}</td>,<td>第12教研楼210</td>,<td>18052316</td>
已开,应用光学实验,1,考查,实践必修,赵超樱,(2019-2020-2)-S0700900-40538-2,6月13日,理学院,"<td title=""周二第6.7节{第6-13周};周二第8.9节{第6-13周}"">周二第6.7节{第6-13周};周二第8...</td>",<td>第6教研楼南342;第6教研楼南342</td>,<td>18070112</td>
已开,大学物理实验A1,1,学院组织,实践必修,待定1,(2019-2020-2)-S0718051-ls702-31,2月16日,理学院,<td>周二第3.4.5节{第2-16周}</td>,<td>大学物理实验中心C</td>,<td>19040323</td>
已开,计算机网络课程设计,2,考查,实践必修,王秋华,(2019-2020-2)-S2701370-40061-1,11月14日,网络空间安全学院（浙江保密学院）,"<td title=""周六第6.7节{第11-14周};周六第8.9节{第11-14周};周日第6.7节{第11-14周};周日第8.9节{第11-14周}"">周六第6.7节{第11-14周};周六第...</td>","<td title=""科技馆620;科技馆620;科技馆620;科技馆620"">科技馆620;科技馆620;科技馆620...</td>",<td>18272411</td>
已开,英语读写（预科）（2）,4,学校组织,必修,王荣,(2019-2020-2)-Y1100012-41842-1,1月16日,外国语学院,"<td title=""周三第1.2节{第1-16周};周五第1.2节{第1-16周}"">周三第1.2节{第1-16周};周五第1...</td>",<td>第6教研楼中321;第6教研楼中321</td>,<td>19079911</td>
已开,互联网商业模式,2,考查,专业必修,周涛,(2019-2020-2)-A0300900-40682-1,1月16日,管理学院,<td>周三第1.2节{第1-16周}</td>,<td>第12教研楼403</td>,<td>18031611</td>
已开,电磁场与电磁波,3,学院组织,学科必修,俞钰峰/徐魁文,(2019-2020-2)-A040244G-42063-1,1月16日,电子信息学院（微电子学院）,<td>周四第3.4.5节{第1-16周}</td>,<td>第6教研楼中209</td>,<td>17171901</td>
已开,Python语言程序设计,4,学校组织,通识必修,韦学辉,(2019-2020-2)-A0500690-40922-1,1月16日,计算机学院（软件学院）,"<td title=""周四第3.4.5节{第1-16周};周五第1.2节{第1-16周}"">周四第3.4.5节{第1-16周};周五...</td>",<td>第6教研楼北110;第3教研楼南楼217</td>,<td>19030413</td>
已开,电机与拖动基础,4,学院组织,专业必修,吴茂刚,(2019-2020-2)-A0603370-40543-1,1月16日,自动化学院（人工智能学院）,"<td title=""周一第1.2节{第1-16周};周四第1.2节{第1-16周}"">周一第1.2节{第1-16周};周四第1...</td>",<td>第6教研楼北306;第6教研楼中313</td>,<td>18062911</td>
已开,高等数学B2,5,学校组织,通识必修,李震洋,(2019-2020-2)-A0714212-40685-1,1月16日,理学院,"<td title=""周四第10.11.12节{第1-16周};周五第6.7节{第1-16周}"">周四第10.11.12节{第1-16周}...</td>",<td>第6教研楼北420;第6教研楼北510</td>,<td>19222511.19222512</td>
已开,大学物理1,3,学校组织,通识必修,丁宁,(2019-2020-2)-A0715011-40852-1,1月16日,理学院,<td>周三第3.4.5节{第1-16周}</td>,<td>第7教研楼北220</td>,<td>19050513.19050514</td>
已开,电磁场与电磁波,3,学校组织,学科必修,周雪芳,(2019-2020-2)-A0802330-40080-1,1月16日,通信工程学院,<td>周一第3.4.5节{第1-16周}</td>,<td>第12教研楼114</td>,"<td title=""17083411.17083412.17083413.17083414.17083415.17184111.17184112.17184311"">17083411.17083412.17...</td>"
已开,电子电器行业法律法规,2,考查,必修,宁利昂/郭威/刘庆,(2019-2020-2)-A1201760-42218-2,1月16日,人文艺术与数字媒体学院、法学院,<td>周三第1.2节{第1-16周}</td>,<td>第12教研楼303</td>,"<td title=""17040211.17042211.17042212"">17040211.17042211.17...</td>"
已开,财务管理(F9),4,学校组织,专业必修,苏忠秦,(2019-2020-2)-A140162s-42082-1,1月16日,会计学院,"<td title=""周一第6.7节{第1-16周};周二第6.7节{第1-16周}"">周一第6.7节{第1-16周};周二第6...</td>",<td>第6教研楼北406;第7教研楼中3021</td>,<td>18140111.18140112</td>
已开,传播政策与法规,2,学校组织,学科必修,王洁,(2019-2020-2)-A150046G-42058-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周四第1.2节{第1-16周}</td>,<td>第10教研楼307</td>,<td>17173001</td>
已开,数字信息采集,2,考查,学科必修,段宇杰,(2019-2020-2)-A1510150-41543-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周四第3.4节{第1-16周}</td>,<td>第12教研楼401</td>,<td>19173101.19221911</td>
已开,形势与政策（下）,1,考查,通识必修,何雅丽,(2019-2020-2)-A2301192-38013-1,1月16日,党委学生工作部、人民武装部—学生处,<td>周三第6.7节{第2-16周|双周}</td>,<td>第3教研楼401</td>,"<td title=""18083417.18083418.18083511"">18083417.18083418.18...</td>"
已开,大学生职业发展与就业指导2,0.5,考查,通识必修,曾昕,(2019-2020-2)-A8400012-05064-1,3月12日,党委学生工作部、人民武装部—招生就业处（创业学院）,<td>周三第8.9节{第4-12周|双周}</td>,<td>第6教研楼中101</td>,"<td title=""18041813.18041814.18041818.18041819"">18041813.18041814.18...</td>"
已开,会计制度设计,2,考查,专业选修,甘道武,(2019-2020-2)-B1401110-40657-2,1月16日,会计学院,<td>周四第6.7节{第1-16周}</td>,<td>第7教研楼北222</td>,"<td title=""17140614.17140615.17144711.17179901"">17140614.17140615.17...</td>"
已开,资产评估,2,学院组织,专业选修,何瑞雄,(2019-2020-2)-B1401290-40972-1,1月16日,会计学院,<td>周五第6.7节{第1-16周}</td>,<td>第6教研楼北122</td>,<td>17144711</td>
已开,国际贸易实务,2,学院组织,专业选修,朱巍,(2019-2020-2)-B2205330-03060-1,1月16日,经济学院,<td>周五第6.7节{第1-16周}</td>,<td>第7教研楼北414</td>,"<td title=""17113711.17113712.17113713.17113714"">17113711.17113712.17...</td>"
已开,动力系统,3,考查,专业选修,满娟娟,(2019-2020-2)-C0713160-41082-1,1月16日,理学院,<td>周一第10.11.12节{第1-16周}</td>,<td>第3教研楼315</td>,"<td title=""17073111.17073112.17073311"">17073111.17073112.17...</td>"
已开,光电系统设计及电子线路CAD,3,考查,专业选修,陈许敏,(2019-2020-2)-C0716080-41790-1,1月16日,理学院,<td>周三第10.11.12节{第1-16周}</td>,<td>第7教研楼南513</td>,<td>17070111</td>
已开,电路与电子线路实验1,0.5,考查,实践必修,吕伟锋,(2019-2020-2)-S0400691-40128-23,5月16日,电子信息学院（微电子学院）,<td>周四第3.4.5节{第5-15周|单周}</td>,"<td title=""第2教研楼中225（电路分析.信号系统实验室）"">第2教研楼中225（电路分析.信号系统实...</td>",<td>19040319.19040320</td>
已开,数字信号处理课程设计,1,考查,实践必修,赵巨峰,(2019-2020-2)-S0400940-41468-9,10月15日,电子信息学院（微电子学院）,"<td title=""周一第10.11.12节{第10-15周}"">周一第10.11.12节{第10-15周...</td>",<td>第2教研楼中237（单片机实验室）</td>,<td>18041817</td>
已开,数字逻辑电路实验,1,考查,实践必修,牛小燕,(2019-2020-2)-S0403470-40159-4,6月16日,电子信息学院（微电子学院）,"<td title=""周五第6.7节{第6-16周};周五第8节{第6-16周}"">周五第6.7节{第6-16周};周五第8...</td>","<td title=""第2教研楼北212（数字电路实验室）;第2教研楼北212（数字电路实验室）"">第2教研楼北212（数字电路实验室）;第...</td>",<td>19040313</td>
已开,大学物理实验A1,1,学院组织,实践必修,待定1,(2019-2020-2)-S0718051-ls702-25,2月16日,理学院,<td>周三第3.4.5节{第2-16周}</td>,<td>大学物理实验中心F</td>,<td>19062812</td>
已开,形势与政策（2）,2,考查,必修,周巧红,(2019-2020-2)-Y6500052-40612-1,1月16日,党委学生工作部、人民武装部—学生处,<td>周三第8.9节{第1-16周}</td>,<td>第3教研楼401</td>,<td>19079911</td>
已开,基于深度学习的人脸解译,1,考查,专业选修,高飞,(2019-2020-2)-YJ050010-41770-1,1月16日,计算机学院（软件学院）,<td>周四第1.2节{第1-16周}</td>,<td>第7教研楼北106</td>,"<td title=""17052311.17052312.17052313.17052314.17052315.17052316.17052317.17052318"">17052311.17052312.17...</td>"
已开,通信电路与系统,3,学院组织,专业必修,刘艳,(2019-2020-2)-A040095s-42087-1,1月16日,电子信息学院（微电子学院）,<td>周四第3.4.5节{第1-16周}</td>,<td>第7教研楼北110</td>,"<td title=""18041911.18042011.18042012"">18041911.18042011.18...</td>"
已开,信号分析与处理Ⅱ,2.5,学校组织,学科必修,周晓飞,(2019-2020-2)-A0600672-41948-1,1月16日,自动化学院（人工智能学院）,<td>周四第10.11.12节{第1-16周}</td>,<td>第7教研楼北506</td>,<td>18062817.18062818</td>
已开,大学英语精读2B,2,学校组织,通识必修,王秀杰,(2019-2020-2)-A1101142-41618-1,1月16日,外国语学院,<td>周一第1.2节{第1-16周}</td>,<td>第6教研楼中319</td>,"<td title=""19040311.19040312.19040313.19040314.19040315.19040316.19040317.19040318.19040319.19040320.19040321.19040322.19070511.19070512.19070611.19070612.19070613"">19040311.19040312.19...</td>"
已开,大学英语听说2B,1,学校组织,通识必修,何亦可,(2019-2020-2)-A1101192-42005-5,1月8日,外国语学院,<td>周五第1.2节{第1-8周}</td>,<td>第3教研楼212</td>,"<td title=""19010611.19010612.19010613.19010614.19010615.19010616.19010617.19123811.19124011.19124012.19124111.19220211.19221911.19222511.19222512.19280711.19280712.19280811"">19010611.19010612.19...</td>"
已开,环境与资源保护法,2,学校组织,学科必修,刘庆,(2019-2020-2)-A1200900-42001-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周二第1.2节{第1-16周}</td>,<td>第7教研楼北320</td>,<td>17124011.17124012</td>
已开,中国近现代史纲要,3,学院组织,通识必修,陈铃,(2019-2020-2)-A2301150-41466-1,1月16日,马克思主义学院,<td>周一第8.9节{第1-16周}</td>,<td>第12教研楼412</td>,<td>19150911.19150912</td>
已开,形势与政策（下）,1,考查,通识必修,王琛,(2019-2020-2)-A2301192-41909-1,1月16日,党委学生工作部、人民武装部—学生处,<td>周三第8.9节{第1-15周|单周}</td>,<td>第3教研楼215</td>,"<td title=""18052314.18052315.18052316"">18052314.18052315.18...</td>"
已开,水下机器人技术,2.5,学院组织,专业选修,陈升,(2019-2020-2)-B0105780-41850-1,1月9日,机械工程学院,"<td title=""周一第6.7节{第1-9周};周三第3.4.5节{第1-9周}"">周一第6.7节{第1-9周};周三第3....</td>",<td>第6教研楼北112;第6教研楼北112</td>,<td>17019011</td>
已开,视觉检测算法与应用,3,学院组织,专业选修,徐英,(2019-2020-2)-B1900660-41258-1,1月16日,自动化学院（人工智能学院）,<td>周五第3.4.5节{第1-16周}</td>,<td>第6教研楼北412</td>,<td>18196111.18196112</td>
已开,专业英语（车辆工程）,2,考查,专业选修,陈慧勤/何海斌,(2019-2020-2)-C010658s-41401-1,1月16日,机械工程学院,<td>周三第10.11节{第1-16周}</td>,<td>第6教研楼中221</td>,<td>17010511</td>
已开,通信电路与系统实验,0.5,考查,实践必修,陈瑾,(2019-2020-2)-S0400950-05022-20,5月16日,电子信息学院（微电子学院）,"<td title=""周二第6.7节{第6-16周|双周};周二第8节{第6-16周|双周}"">周二第6.7节{第6-16周|双周};周...</td>","<td title=""第2教研楼中233（通信电路实验室）;第2教研楼中233（通信电路实验室）"">第2教研楼中233（通信电路实验室）;第...</td>",<td>18041817</td>
已开,电磁场与微波实验,0.5,考查,实践必修,吴爱婷,(2019-2020-2)-S0402150-40287-2,3月8日,电子信息学院（微电子学院）,"<td title=""周五第6.7节{第3-8周};周五第8节{第3-8周}"">周五第6.7节{第3-8周};周五第8节...</td>",<td>第2教研楼217;第2教研楼217</td>,<td>17042211.17042212</td>
已开,通信电路实验（软件）,0.5,考查,实践必修,周洋,(2019-2020-2)-S0802830-40150-1,5月16日,通信工程学院,<td>周三第3.4.5节{第6-16周|双周}</td>,<td>第1教研楼126</td>,<td>18083415</td>
已开,电子商务专题研究,1,考查,专业选修,梅燕,(2019-2020-2)-YJ220020-40998-1,1月16日,经济学院,<td>周一第10.11节{第1-16周}</td>,<td>第6教研楼中109</td>,"<td title=""16150211.16150511.16150711.16150811.16150812.16150911.16151011.16151012.16151013.16151111.17150711.17150712.17150811.17150911.17151011.17151012.17151013.17151111"">16150211.16150511.16...</td>"
已开,德意志文化巡礼,2,考查,文明对话与国际视野,洪迎迎,(2019-2020-2)-C1192015-41714-1,1月16日,外国语学院,<td>周二第6.7节{第1-16周}</td>,<td>第6教研楼中107</td>,<td>&nbsp;</td>
已开,居室污染与人体健康,2,考查,科技发展与科学精神,刘娟娟,(2019-2020-2)-C2092009-41843-1,1月16日,材料与环境工程学院,<td>周四第10.11节{第1-16周}</td>,<td>第6教研楼北414</td>,<td>&nbsp;</td>
已开,法律与中国社会问题,2,考查,社会发展与公民教育,陈伟华,(2019-2020-2)-C1291001-40611-2,1月16日,人文艺术与数字媒体学院、法学院,<td>周四第8.9节{第1-16周}</td>,<td>第12教研楼301</td>,<td>&nbsp;</td>
已开,现代生活与化学,2,考查,科技发展与科学精神,余华/郑鑫,(2019-2020-2)-C2092007-40957-2,1月16日,材料与环境工程学院,<td>周三第10.11节{第1-16周}</td>,<td>第6教研楼中125</td>,<td>&nbsp;</td>
0,食品营养与健康,2,考查,科技发展与科学精神,吴卫红/邬迪华,(2019-2020-2)-C2091002-40114-1,1月16日,材料与环境工程学院,<td>周一第8.9节{第1-16周}</td>,<td>第6教研楼中217</td>,<td>&nbsp;</td>
已开,ISO9000质量管理体系认证,2,考查,经管任选,张月义,(2019-2020-2)-XJ000004-XJ004-1,4月14日,教务处,<td>周三第10.11.12节{第4-14周}</td>,<td>中国计量大学翔宇楼104</td>,<td>&nbsp;</td>
已开,宋代文化与词学,2,考查,人文经典与人文修养,赫广霖,(2019-2020-2)-C1292031-40372-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周一第8.9节{第1-16周}</td>,<td>第12教研楼110</td>,<td>&nbsp;</td>
已开,中国古代神话,2,考查,人文经典与人文修养,黄俊业,(2019-2020-2)-C1292014-40025-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周二第8.9节{第1-16周}</td>,<td>第3教研楼101</td>,<td>&nbsp;</td>
已开,化学与食品安全,2,考查,科技发展与科学精神,丁严艳,(2019-2020-2)-XJ000211-40958-1,4月14日,教务处,<td>周三第10.11.12节{第4-14周}</td>,<td>第3教研楼111</td>,<td>&nbsp;</td>
已开,创业基础,2,考查,创业教育,周建涛,(2019-2020-2)-C0399020-41463-1,1月16日,管理学院,<td>周三第10.11节{第1-16周}</td>,<td>第3教研楼415</td>,<td>&nbsp;</td>
已开,创业基础,2,考查,创业教育,王东鹏,(2019-2020-2)-C0399020-41715-1,1月16日,管理学院,<td>周一第8.9节{第1-16周}</td>,<td>第3教研楼201</td>,<td>&nbsp;</td>
已开,市场营销学,2,考查,社会发展与公民教育,郑佳,(2019-2020-2)-C0392002-40494-1,1月16日,管理学院,<td>周一第3.4节{第1-16周}</td>,<td>第7教研楼北310</td>,<td>&nbsp;</td>
已开,大学生与法,2,考查,社会发展与公民教育,蒋小花,(2019-2020-2)-C1592006-16013-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周二第8.9节{第1-16周}</td>,<td>第12教研楼301</td>,<td>&nbsp;</td>
已开,大学生与法,2,考查,社会发展与公民教育,蒋小花,(2019-2020-2)-C1592006-16013-3,1月16日,人文艺术与数字媒体学院、法学院,<td>周一第8.9节{第1-16周}</td>,<td>第12教研楼301</td>,<td>&nbsp;</td>
已开,《道德经》的当代价值解读,2,考查,人文经典与人文修养,郑建功,(2019-2020-2)-C1291003-04086-3,1月16日,人文艺术与数字媒体学院、法学院,<td>周二第10.11节{第1-16周}</td>,<td>第12教研楼210</td>,<td>&nbsp;</td>
已开,模型无线电运动概论,2,考查,科技发展与科学精神,林敏/骆懿,(2019-2020-2)-C1392005-04137-1,1月16日,体育教学部,<td>周三第10.11节{第1-16周}</td>,<td>第12教研楼402</td>,<td>&nbsp;</td>
已开,书法鉴赏,2,考查,艺术创作与审美体验,吴一桥,(2019-2020-2)-C5692015-12013-1,1月16日,团委,<td>周二第10.11节{第1-16周}</td>,<td>第12教研楼414</td>,<td>&nbsp;</td>
已开,影视鉴赏,2,考查,艺术创作与审美体验,盛晨,(2019-2020-2)-C5692017-04197-2,1月16日,团委,<td>周五第8.9节{第1-16周}</td>,<td>第3教研楼201</td>,<td>&nbsp;</td>
0,舞蹈-中级,2,考查,艺术创作与审美体验,彭渊,(2019-2020-2)-C5692006-04198-1,1月16日,团委,<td>周五第10.11节{第1-16周}</td>,<td>活动中心南楼211</td>,<td>&nbsp;</td>
已开,影视音乐赏析,2,考查,艺术创作与审美体验,徐艳,(2019-2020-2)-C5692013-41189-2,1月16日,团委,<td>周一第3.4节{第1-16周}</td>,<td>第12教研楼314</td>,<td>&nbsp;</td>
已开,心理拓展与实践,1,考查,心理健康选修,张静,(2019-2020-2)-C2392011-41845-1,1月16日,马克思主义学院,<td>周三第3.4节{第1-16周|单周}</td>,<td>第7教研楼北418</td>,<td>&nbsp;</td>
已开,ACM程序设计,2,考查,科技发展与科学精神,刘春英,(2019-2020-2)-C0592004-06078-1,1月16日,计算机学院（软件学院）,<td>周三第10.11节{第1-16周}</td>,<td>第12教研楼314</td>,<td>&nbsp;</td>
已开,AutoCAD与建筑工程制图,2,考查,科技任选,陈乾浩,(2019-2020-2)-XJ000221-XJ216-1,4月14日,教务处,<td>周三第10.11.12节{第4-14周}</td>,<td>浙江金融职业学院金通实验楼313</td>,<td>&nbsp;</td>
已开,环境与健康,2,考查,科技发展与科学精神,李盛姬,(2019-2020-2)-C2092003-41477-1,1月16日,材料与环境工程学院,<td>周三第10.11节{第1-16周}</td>,<td>第6教研楼北414</td>,<td>&nbsp;</td>
0,统计漫谈,2,考查,科技发展与科学精神,叶仁道,(2019-2020-2)-C2293004-40940-1,9月16日,经济学院,"<td title=""周一第1.2节{第9-16周};周三第1.2节{第9-16周}"">周一第1.2节{第9-16周};周三第1...</td>",<td>第12教研楼210;第12教研楼210</td>,<td>&nbsp;</td>
0,口译,2,考查,外语模块,诸葛雯,(2019-2020-2)-A1102330-40464-5,1月16日,外国语学院,<td>周一第3.4节{第1-16周}</td>,<td>第3教研楼212</td>,<td>&nbsp;</td>
已开,成长心理学,1,考查,心理健康选修,王亚楠,(2019-2020-2)-C2399005-41627-5,9月16日,马克思主义学院,<td>周五第8.9节{第9-16周}</td>,<td>第3教研楼115</td>,<td>&nbsp;</td>
已开,第二外语:德语,4,考查,文明对话与国际视野,洪迎迎,(2019-2020-2)-C1192006-41714-2,1月16日,外国语学院,"<td title=""周二第1.2节{第1-16周};周四第1.2节{第1-16周}"">周二第1.2节{第1-16周};周四第1...</td>",<td>第3教研楼412;第3教研楼324</td>,<td>&nbsp;</td>
已开,名人生命历程解读,2,考查,人文经典与人文修养,张永忠,(2019-2020-2)-C2392004-40428-1,1月16日,马克思主义学院,<td>周二第10.11节{第1-16周}</td>,<td>第6教研楼中105</td>,<td>&nbsp;</td>
已开,法律心理学,2,考查,社会发展与公民教育,姜丽娜,(2019-2020-2)-C1292035-41159-2,1月16日,人文艺术与数字媒体学院、法学院,<td>周二第8.9节{第1-16周}</td>,<td>第12教研楼210</td>,<td>&nbsp;</td>
已开,产品创意设计,2,考查,艺术创作与审美体验,周仕参,(2019-2020-2)-C1592017-41015-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周二第10.11节{第1-16周}</td>,<td>第7教研楼南405</td>,<td>&nbsp;</td>
已开,《世说新语》与魏晋风骨,2,考查,人文经典与人文修养,沈莹,(2019-2020-2)-C1292050-42015-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周二第6.7节{第1-16周}</td>,<td>第7教研楼南405</td>,<td>&nbsp;</td>
已开,幸福心理学,2,考查,心理健康选修,张瑞睿,(2019-2020-2)-C1299051-41370-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周四第6.7节{第1-16周}</td>,<td>第12教研楼114</td>,<td>&nbsp;</td>
已开,亚洲文化专题,2,考查,文明对话与国际视野,曹婷,(2019-2020-2)-C1292052-41846-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周五第8.9节{第1-16周}</td>,<td>第7教研楼北408</td>,<td>&nbsp;</td>
已开,文学与人生,2,考查,人文经典与人文修养,王轻鸿,(2019-2020-2)-C1292030-40774-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周二第6.7节{第1-16周}</td>,<td>第3教研楼101</td>,<td>&nbsp;</td>
已开,世界政治经济与国际关系,2,考查,文明对话与国际视野,方建中,(2019-2020-2)-C1292004-04158-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周四第6.7节{第1-16周}</td>,<td>第3教研楼415</td>,<td>&nbsp;</td>
已开,互联网法律,2,考查,社会发展与公民教育,钱侃侃,(2019-2020-2)-C1292044-41649-1,1月16日,人文艺术与数字媒体学院、法学院,<td>周一第10.11节{第1-16周}</td>,<td>第3教研楼115</td>,<td>&nbsp;</td>
